HP:0000002	Abnormality of body height	身高异常
HP:0030796	Increased C-peptide level	C-肽水平增高
HP:0030797	Reduced volume of central subdivision of bed nucleus of stria terminalis	终纹床核中央区体积减少
HP:0030798	Abnormality of the bed nucleus of stria terminalis	终纹床核异常
HP:0030799	Scaphocephaly	舟状头
HP:0030800	Abnormal visual accommodation	视觉调节异常
HP:0030801	Reduced visual accommodation	视觉调节能力下降
HP:0030802	Lower eyelid retraction	下眼睑退缩
HP:0030803	Platonychia	扁平甲
HP:0030804	Trachyonychia	指甲粗糙脆裂
HP:0030805	Absent lunula	甲半月缺失
HP:0030806	Fast-growing nails	甲生长过速
HP:0030807	Abnormal nail growth	甲生长异常
HP:0030808	Ragged cuticle	粗糙的甲上皮
HP:0030809	Abnormal tongue morphology	舌头形态异常
HP:0030810	Abnormal tongue physiology	舌头生理异常
HP:0030811	Tongue pain	舌痛
HP:0030812	Enlarged tonsils	扁桃体肿大
HP:0030813	Absent tonsils	扁桃体缺失
HP:0030814	Orange discoloured tonsils	扁桃体橘黄色变色
HP:0030815	Lipoma of the tongue	舌部脂肪瘤
HP:0030816	Gingival recession	牙龈退缩
HP:0030817	Beaked nails	喙状甲/鸟嘴样指甲
HP:0030818	Central nail canal	甲纵沟
HP:0030819	Ski jump nail	滑雪跳台形状的甲
HP:0030820	Hooded eyelid	眼睑悬垂
HP:0030821	Hooded lower eyelid	下眼睑悬垂
HP:0030822	Hooded upper eyelid	上眼睑悬垂
HP:0030823	Scleral thickening	巩膜增厚
HP:0030824	Mizuo phenomenon	水尾现象
HP:0030825	Absent foveal reflex	黄斑中心凹反射缺失
HP:0030826	Eyelid fasciculation	眼睑震颤
HP:0030828	Wheezing	哮鸣音
HP:0030829	Abnormal breath sound	异常呼吸音
HP:0030830	Rales	肺啰音
HP:0030831	Rhonchi	干啰音
HP:0030832	Vitreous strands	玻璃体丝条
HP:0030833	Neck pain	颈痛
HP:0030834	Shoulder pain	肩痛
HP:0030835	Elbow pain	手肘痛
HP:0030836	Wrist pain	手腕关节痛
HP:0030837	Finger pain	手指疼痛
HP:0030838	Hip pain	髋痛
HP:0030839	Knee pain	膝痛
HP:0030840	Ankle pain	脚踝痛
HP:0030841	Toe pain	脚趾痛
HP:0030842	Choking episodes	窒息发作
HP:0030843	Cardiac amyloidosis	心脏淀粉样变性
HP:0030844	Undetectable pattern electroretinogram	图形视网膜电图检测不到波形
HP:0030845	Heliotrope rash of eyelid	眼睑向阳性皮疹
HP:0030846	Abnormality of venous physiology	静脉生理异常
HP:0030847	Abnormal jugular venous pressure	颈静脉压异常
HP:0030848	Elevated jugular venous pressure	颈静脉压升高
HP:0030849	Hepatojugular reflux	肝颈静脉返流
HP:0030850	Abnormal pulse pressure	脉压异常
HP:0030851	Low pulse pressure	脉压低
HP:0030852	High pulse pressure	脉压高
HP:0030853	Heterotaxy	内脏异位
HP:0030854	Scleral staphyloma	巩膜葡萄肿
HP:0030855	Anterior staphyloma	前巩膜葡萄肿
HP:0030856	Posterior staphyloma	后巩膜葡萄肿
HP:0030857	Eye movement-induced pain	眼动诱发疼痛
HP:0030858	Addictive behavior	成瘾行为
HP:0030859	Topoisomerase I antibody positivity	拓扑异构酶I抗体阳性
HP:0030860	Abnormal CSF amyloid level	脑脊液淀粉样蛋白水平异常
HP:0030861	Decreased CSF amyloid level	脑脊液淀粉样蛋白水平降低
HP:0030862	Elevated CSF amyloid level	脑脊液淀粉样蛋白水平升高
HP:0030863	Nasal flaring	鼻翼煽动
HP:0030864	Intercostal retractions	肋间隙回缩
HP:0030865	Large elbow	肘关节偏大
HP:0030866	Large knee	膝关节偏大
HP:0030867	Vertical orbital dystopia	垂直眼窝易位
HP:0030868	Monorchism	单睾丸
HP:0030869	Anorchism	无睾症
HP:0030870	Abnormality of spinal facet joint	脊柱小关节异常
HP:0030871	Facet joint arthrosis	小关节炎
HP:0030872	Abnormal cardiac ventricular function	心室功能异常
HP:0030873	Anticentromere antibody positivity	抗着丝点抗体阳性
HP:0030874	Oxygen desaturation on exertion	用力时血氧饱和度下降
HP:0030875	Abnormality of pulmonary circulation	肺循环异常
HP:0030876	Increased pulmonary capillary wedge pressure	肺毛细血管楔压升高
HP:0030877	Obstructive deficit on pulmonary function testing	肺功能检测中呈阻塞性病变
HP:0030878	Abnormality on pulmonary function testing	肺功能检测结果异常
HP:0030879	Interlobular septal thickening	小叶间隔增厚
HP:0030880	Raynaud phenomenon	雷诺现象
HP:0030881	Shoulder impingement	肩袖综合征
HP:0030882	Coronary artery dilation	冠状动脉扩张
HP:0030883	Femoroacetabular Impingement	股骨髋臼撞击症
HP:0030884	Gastrojejunal tube feeding in infancy	婴儿胃空肠管饲
HP:0030885	Recurrent parasitic infections	反复性寄生虫感染
HP:0030886	Abnormal lymphocyte apoptosis	淋巴细胞凋亡异常
HP:0030887	Increased lymphocyte apoptosis	淋巴细胞凋亡增加
HP:0030888	C3 nephritic factor positivity	C3肾炎因子阳性
HP:0030889	Congenital shortened small intestine	先天性小肠短缩
HP:0030890	Hyperintensity of cerebral white matter on MRI	MRI脑白质高信号
HP:0030891	Periventricular white matter hyperdensities	脑室旁白质高信号
HP:0030892	Deep cerebral white matter hyperdensities	深部脑白质高信号
HP:0030893	Abnormal response to short acting pulmonary vasodilator	对短效肺血管扩张剂反应异常
HP:0030894	Insufficient response to short acting pulmonary vasodilator	对短效肺血管扩张剂反应不足
HP:0030895	Abnormal gastrointestinal motility	胃肠蠕动异常
HP:0030896	Abnormal gastrointestinal transit time	胃肠通过时间异常
HP:0030897	Decreased intestinal transit time	肠道通过时间缩短
HP:0030898	Pruritis on abdomen	腹部瘙痒
HP:0030899	Pruritis on hand	手部瘙痒
HP:0030900	Pruritus on foot	足部瘙痒
HP:0030901	Pruritis on breast	乳房瘙痒
HP:0030902	Palmomental reflex	掌颌反射
HP:0030903	Grasp reflex	抓握反射/握持反射
HP:0030904	Glabellar reflex	眉心反射
HP:0030905	Snout reflex	撅嘴反射
HP:0030906	Suck reflex	吸吮反射
HP:0030907	Thunderclap headache	霹雳性头痛
HP:0030908	Liver kidney microsome type 1 antibody positivity	肝肾微粒体1型抗体阳性
HP:0030909	Anti-liver cytosolic antigen type 1 antibody positivity	抗肝细胞胞浆抗原1型抗体阳性
HP:0030911	Bifid clitoris	阴蒂分叉
HP:0030912	Duplicated clitoris	多阴蒂
HP:0030913	Exaggerated rugosity of the labia majora	大阴唇褶皱增多
HP:0030914	Abnormal peristalsis	（消化道）蠕动异常
HP:0040004	Abnormality of corneal shape	角膜形状异常
HP:0040006	Mortality/Aging	死亡/衰老
HP:0040007	Absent pigmentation of chest	胸部无色素沉着
HP:0040008	Aplasia of facial bones	颜面骨不发育
HP:0040009	#####	过度角化不全
HP:0040010	Small posterior fossa	颅后窝小
HP:0040011	Flat posterior fossa	扁平颅后窝
HP:0040012	Chromsome breakage	染色体断裂
HP:0040013	Decreased mitochondrial number	线粒体数量减少
HP:0040014	Increased mitochondrial number	线粒体数目增加
HP:0040015	Increased activity of mitochondrial respiratory chain	线粒体呼吸链活性增高
HP:0040016	#####	尾骨明显
HP:0040017	Protruding coccyx	尾骨突出
HP:0040018	Clinodactyly of hallux	先天性拇指内屈
HP:0040019	Finger clinodactyly	先天性指内屈
HP:0040020	Radial deviation of the 5th finger	小指桡偏
HP:0040021	Radial deviation of the thumb	拇指桡偏
HP:0040022	Clinodactyly of the 2nd finger	食指先天性内屈
HP:0040023	Clinodactyly of the thumb	拇指先天性内屈
HP:0040024	Clinodactyly of the 3rd finger	中指先天性内屈
HP:0040025	Clinodactyly of the 4th finger	无名指先天性内屈
HP:0040030	Chorioretinal hypopigmentation	脉络膜视网膜色素沉着减退
HP:0040031	Chorioretinal hyperpigmentation	脉络膜视网膜色素沉着过多
HP:0040032	Hypoplasia of the upper eyelids	上眼睑发育不全
HP:0040033	Aplasia/Hypoplasia of the fifth metatarsal bone	第五跖骨不发育/发育不全
HP:0040034	Abnormality of the second metatarsal bone	第二跖骨异常
HP:0040035	Abnormality of the fourth metatarsal bone	第四跖骨异常
HP:0040036	Onychogryposis of fingernail	指甲弯曲
HP:0040039	Onycholysis of fingernails	指甲剥离
HP:0040040	Onycholysis of toenails	趾甲剥离
HP:0040042	Aplasia of the eccrine sweat glands	外泌汗腺不发育
HP:0040043	Hypoplasia of the eccrine sweat glands	外泌汗腺发育不全
HP:0040044	Hypoplasia of the diaphragm	横膈膜发育不全
HP:0040045	Abnormality of the hemidiaphragms	单侧横膈异常
HP:0040046	Abnormality of the left hemidiaphragm	左侧横膈异常
HP:0040047	Abnormality of the right hemidiaphragm	右侧横膈异常
HP:0040048	Aplasia of the left hemidiaphragm	左侧横膈发育不全
HP:0040049	#####	黄斑水肿
HP:0040050	Sparse upper eyelashes	上睫稀疏
HP:0040051	Abnormality of upper eyelashes	上睫异常
HP:0040052	Abnormality of lower eyelashes	下睫异常
HP:0040053	Long lower eyelashes	长下睫
HP:0040054	Short upper eyelashes	短上睫
HP:0040055	Short lower eyelashes	短下睫
HP:0040056	Absent upper eyelashes	上睫缺如
HP:0040057	Abnormality of nasal hair	鼻毛异常
HP:0040059	Calcification of ribs	肋骨钙化
HP:0040061	Osteosclerosis of the radius	桡骨骨硬化
HP:0040062	Slender radius	细长桡骨
HP:0040063	Decreased adipose tissue	脂肪组织减少
HP:0040064	Abnormality of limbs	肢体异常
HP:0040065	Abnormal morphology of bones of the upper limbs	上肢骨骼形态异常
HP:0040066	Abnormal morphology of bones of the lower limbs	下肢骨骼形态异常
HP:0040068	Abnormality of limb bone	四肢骨骼异常
HP:0040069	Abnormality of lower limb bone	下肢骨骼异常
HP:0040070	Abnormality of upper limb bone	上肢骨骼异常
HP:0040071	Abnormal morphology of ulna	尺骨形态异常
HP:0040072	Abnormality of forearm bone	前臂骨骼异常
HP:0040073	Abnormal morphology of forearm bone	前臂骨骼形态异常
HP:0040075	#####	垂体功能减退症
HP:0040077	Abnormal concentration of calcium in blood	血液钙浓度异常
HP:0040078	#####	轴索变性
HP:0040079	#####	牙列不规则
HP:0040080	#####	前倾耳
HP:0040081	Abnormal levels of creatine kinase in blood	血液肌酸激酶水平异常
HP:0040082	#####	快乐风度
HP:0040083	#####	踮起脚尖走路
HP:0040084	Abnormal circulating renin	循环肾素水平异常
HP:0040085	Abnormal circulating aldosterone	循环醛固酮水平异常
HP:0040086	Abnormal prolactin level	催乳素水平异常
HP:0040087	Abnormality of folate in blood	血液叶酸异常
HP:0040088	Abnormal lymphocyte count	淋巴细胞计数异常
HP:0040089	Abnormality of natural killer cell number	自然杀伤细胞数量异常
HP:0040090	Abnormality of the tympanic membrane	鼓膜异常
HP:0040091	Asymmetry of the size of ears	耳朵大小不对称
HP:0040092	Asymmetry of the shape of the ears	耳朵形状不对称
HP:0040093	Asymmetry of the position of the ears	耳朵位置不对称
HP:0040095	Neoplasm of the outer ear	外耳肿瘤
HP:0040096	Neoplasm of the inner ear	内耳肿瘤
HP:0040097	Neoplasm of the ceruminal gland	耵聍腺肿瘤
HP:0040098	Basalioma of the outer ear	外耳基底细胞癌
HP:0040099	Abnormality of the round window	圆窗异常
HP:0040100	Abnormality of the vestibular window	前庭窗异常
HP:0040101	Cutaneous atresia of the external auditory canal	外耳道皮肤闭锁
HP:0040102	Osseous atresia of the external auditory canal	外耳道骨性闭锁
HP:0040103	Cutaneous stenosis of the external auditory canal	外耳道皮肤狭窄
HP:0040104	Osseous stenosis of the external auditory canal	外耳道骨性狭窄
HP:0040106	Morphological abnormality of the lateral semicircular canal	外骨半规管形态异常
HP:0040107	Morphological abnormality of the posterior semicircular canal	后骨半规管形态异常
HP:0040108	Morphological abnormality of the anterior semicircular canal	前骨半规管形态异常
HP:0040109	Morphological abnormality of the utricle	椭圆囊形态学异常
HP:0040110	Morphological abnormality of the saccule	球囊形态学异常
HP:0040111	Bilateral external ear deformity	双侧外耳畸形
HP:0040112	Abnormal number of tubercles	结节数量异常
HP:0040113	#####	老年感音神经性听力障碍
HP:0040114	Absence of the reflex of the tensor tympani muscle	鼓膜张肌反射缺失
HP:0040115	Abnormality of the Eustachian tube	咽鼓管异常
HP:0040116	Aplasia of the Eustachian tube	咽鼓管不发育
HP:0040117	Atresia of the Eustachian tube	咽鼓管闭锁
HP:0040118	Stenosis of the Eustachian tube	咽鼓管狭窄
HP:0040119	Unilateral conductive hearing impairment	单侧传导性听力障碍
HP:0040120	Abnormality of the reflex of the tensor tympanii muscle	鼓膜张肌反射异常
HP:0040121	Abnormality of the acoustic reflex	听觉反射异常
HP:0040122	Impairment of the the acoustic reflex	听觉反射障碍
HP:0040123	Impairment of the reflex of the tensor tympanii muscle	鼓膜张肌反射障碍
HP:0040124	Patent tuba eustachii	咽鼓管开放症
HP:0040126	Abnormal serum cobalamin	血清钴胺素异常
HP:0040127	Abnormal sweat homeostasis	汗液稳态异常
HP:0040128	Abnormal sweat electrolytes	汗液电解质异常
HP:0040129	Abnormal nerve conduction velocity	神经传导速度异常
HP:0040130	Abnormal serum iron	血清铁异常
HP:0040131	Abnormal motor nerve conduction velocity	运动神经传导速度异常
HP:0040132	Abnormal sensory nerve conduction velocity	感觉神经传导速度异常
HP:0040133	Abnormal serum ferritin	血清铁蛋白异常
HP:0040134	Abnormal hepatic iron concentration	肝脏铁浓度异常
HP:0040135	Abnormal transferrin saturation	运铁蛋白饱和度异常
HP:0040137	#####	粉刺性痤疮
HP:0040138	#####	黏液性组织细胞增多症
HP:0040139	Lipogranulomatosis	脂肪肉芽肿病
HP:0040140	#####	纹状体退行性变
HP:0040141	#####	迟发性运动障碍
HP:0040142	#####	5-羟脯氨酸酶缺乏症
HP:0040143	#####	齿突游离
HP:0040144	#####	L-2-羟基戊二酸尿症
HP:0040145	Dicarboxylic acidemia	二羧酸血症
HP:0040146	D-2-hydroxyglutaric acidemia	D-2-羟基戊二酸血症
HP:0040147	#####	L-2-羟基戊二酸血症
HP:0040148	#####	皮质性肌阵挛
HP:0040149	#####	羊毛状发
HP:0040150	#####	上眼睑赘皮
HP:0040151	#####	下眼睑赘皮
HP:0040154	#####	化脓性汗腺炎
HP:0040155	Elevated urinary 3-hydroxybutyric acid	尿3-羟基丁酸水平升高
HP:0040156	Elevated urinary carboxylic acid	尿羧酸水平升高
HP:0040157	Abnormal intermamillary distance	乳头间距异常
HP:0040158	Short intermamillary distance	乳头间距短
HP:0040159	Abnormal spaced incisors	切牙间隙异常
HP:0040160	#####	全身骨质疏松
HP:0040161	Localized osteoporosis	局部骨质疏松
HP:0040162	Orthokeratosis	正角化
HP:0040163	Abnormal pelvis bone morphology	盆骨形态异常
HP:0040164	#####	上眼睑脂肪瘤
HP:0040165	Periostitis	骨膜炎
HP:0040166	Abnormality of the periosteum	骨膜异常
HP:0040167	Facial papilloma	面部乳头状瘤
HP:0040168	#####	局灶性无热惊厥
HP:0040169	Loose anagen hair	生长期毛发松动
HP:0040170	Abnormality of hair growth	头发生长异常
HP:0040171	#####	血清睾酮水平降低
HP:0040172	Abnormality of occipitofrontalis muscle	枕额肌异常
HP:0040173	Abnormality of the tongue muscle	舌肌异常
HP:0040174	Abnormality of extrinsic muscle of tongue	舌外肌异常
HP:0040175	#####	血小板活化因子乙酰水解酶缺乏
HP:0040176	Abnormal level of phospholipids	磷脂水平异常
HP:0040177	Abnormal level of platelet-activating factor	血小板活化因子水平异常
HP:0040178	#####	血小板活化因子水平升高
HP:0040179	Decreased level of platelet-activating factor	血小板活化因子水平降低
HP:0040180	#####	毛发角化过度
HP:0040181	Chapped lip	嘴唇皲裂
HP:0040182	Inappropriate sinus tachycardia	不适当窦性心动过速
HP:0040183	#####	大便失禁
HP:0040184	#####	口腔出血
HP:0040185	Macrothrombocytopenia	巨血小板减少症
HP:0040186	Maculopapular exanthema	斑丘疹样皮疹
HP:0040187	#####	新生儿脓血症
HP:0040188	Osteochondrosis	骨软骨炎
HP:0040189	Scaling skin	皮肤脱屑
HP:0040190	#####	白色脱屑型皮肤
HP:0040191	Rectus femoris muscle atrophy	股四头肌肌肉萎缩
HP:0040192	APUdoma	APUD瘤
HP:0040194	Increased head circumference	头围增加
HP:0040195	Decreased head circumference	头围减小
HP:0040196	Mild microcephaly	轻度小头畸形
HP:0040197	Encephalomalacia	脑软化症
HP:0040198	#####	甲状腺非髓样癌
HP:0040199	obsolete Flat midface	面中部扁平
